,Recipe_Name,Method,Difficulty,difficulty_id
45,,"                     Score the skin of the pork belly as finely as possible to just cut through the surface into the fat, taking care not to go too deep with the blade. Ask your butcher to do this for you if you are unsure                                       Place the salt, star anise, paprika, fennel seed and bay leaves in a tub big enough to hold the belly comfortably. Add enough water to cover the meat, whisk to dissolve the salt then add the pork belly skin-side down. Place the tub in the fridge to brine for 24-36 hours                                       Alternatively, add the spices and bay leaves to a coffee grinder and blitz until combined. Mix with 3 tablespoons of salt, rub over the belly and leave to marinate for 12 hours                                       Once ready to roast, preheat the oven to 140°C/gas mark 1                                       Take the belly out of the brine or marinade, rinse under cold water and pat dry. Arrange the potatoes in the roasting tin and top with the pork belly with the skin facing up. Add 200ml of water to the bottom of the dish and roast for 1 1/2-2 hours. The timing will depend on how thick the belly is, so test the meat to check if it is cooked - push a fork into the flesh, it should be nice and tender and come away easily                                       Meanwhile, for the relish, chop the apple roughly and blitz with the green pepper, ginger, onion and garlic in batches until you have a rough purée. Add the purée to a heavy-based saucepan with the chillies, vinegar, fish sauce and sugar                                       Place on a high heat and bring to the boil. Once boiling, reduce the heat to a gentle simmer and cook for approximately 40 minutes, stirring regularly so the chutney doesn't catch. Once it has reached a jam-like consistency, remove from the heat and ladle into sterilised jars to cool. Store until required                                       Once the pork is cooked, increase the oven temperature to 200°C/gas mark 6 and cook for an extra 8-10 minutes so the crackling bubbles up nicely                                       If you are having trouble with the crackling, simply add a splash of oil to a hot heavy-based frying pan and add the pork skin-side down, making sure you press down evenly to get the entire surface well-crackled. Once you are happy with the crackling, leave the pork to rest for 15 minutes. Slice and serve with the chutney and your choice of greens                 ",easy,0
46,,"                     Heat the olive oil and butter in a pan over a low-medium heat. Add the onions and garlic and cook until soft but not coloured. Remove the pan from the heat and pour the contents into a bowl                                       Add the breadcrumbs, sausage meat, egg, parsley and chopped apricots, mixing well to combine                                       Cut away any excess fat from the pork steak and place inside a resealable bag. Tenderise the meat by beating with a meat mallet or rolling pin. Repeat with the other 3 and set aside                                       On a clean surface, roll out a piece of cling film and cut to form a square. Cut the bacon rashers in half lengthways to make 8 strips then lay 2 strips of bacon to form a cross on top of the cling film                                       Place a sage leaf in the middle of each cross. Arrange the pork steak across the bacon                                       Roll a golf ball-sized piece of the stuffing mixture between your hands and place on top of the pork                                       Pull the 4 corners of the cling film together so the bacon rashers meet in the middle. Pull the cling film tight. Repeat this process to make another 3 pork parcels                                       Turn over each parcel to hold the bacon underneath, then store in the fridge for half an hour to set                                       Preheat the oven to 170˚C/gas mark 3                                       Remove the parcels from the fridge and carefully remove all the cling film. Place on a baking tray and cook for 30-45 minutes until cooked through                                       Once cooked, remove from the oven and serve with your choice of seasonal greens, mash or roasted vegetables                 ",medium,1
47,,"                     To make the stock, place a large roasting tray on a high heat and add the oil                                       Once the oil is hot, add the butter and when golden, add the bones. Do not move them around as this will reduce the heat in the pan                                       Cook the bones for 6-8 minutes and then stir them around. Cook for another 4-6 minutes                                       Chop the carrots into 2cm pieces and add along with half of the salt and pepper, the smoked bacon skin, garlic, bay leaves, rosemary and thyme                                       Stir well and then cook until the mixture begins to caramelise, which will take approximately 8-12 minutes                                       Chop the celery, onions and shallots into 2cm pieces and add to the pan. Cook for a further 8-12 minutes before adding the remaining seasoning                                       Once the ingredients are coloured, add the chopped pineapple and caster sugar and cook for a further 8-10 minutes on a lower heat until the pineapple becomes soft                                       Add the tarragon and parsley and cook for a few minutes before adding the cider vinegar                                       Reduce until dry and then add the cider and white wine. Reduce this by half, then add the chicken stock and top up with water                                       Bring to a simmer and remove the scum that rises to the surface with a ladle every 30 minutes. Simmer for 3 hours                                       After 3 hours, skim off the scum one last time then pass the stock through a colander. Press the bones and vegetables until all of the liquor is extracted and then pass through a fine sieve                                       Place the liquor back onto the stove, bring back to a simmer and skim off the froth again. Pass through a fine sieve, then a muslin cloth, then chill                                       To make the confit squid, clean and trim the squid and cut it into a long rectangle                                       Place the squid into a sous-vide bag and add the lemon peel, lemon thyme, lemon oil and seasoning. Sous-vide and cook at 48°C for about 8-10 hours                                       Refresh in iced water, then trim and cut into long thin strips, allowing a couple of pieces per person                                       To prepare the piglet leg, preheat the oven to 220°C/gas mark 7                                       Rub the leg in the olive oil and sprinkle over 1 tsp of the sea salt. Place on a wire rack that fits onto a tray                                       Place in the oven for 6-8 minutes to allow to crisp up before turning down to 140°C/gas mark 1 for approximately 1 1/2 hours or until cooked, then place into the fridge to set firm for 3-4 hours                                       Once set, slice with a serrated knife into 1cm thick pieces. Lay onto a sheet of buttered parchment paper on a tray, and season with salt and pepper. This will be reheated again at a later stage                                       To make the pineapple fondant, peel and dice the pineapple into pieces 2cm high by 2cm wide and 3cm long                                       Bring the pineapple, water, sugar, lemon juice, bay leaf, peppercorns, thyme and sage leaves to a simmer. Leave to infuse for 3 hours until cold                                       Add a little of the liquor to the pineapple. Sous-vide and cook at 84°C for 60 minutes, then refresh in iced water                                       When needed, reheat by placing the pineapple in a little of the cooking liquor and reducing to the consistency of double cream                                       To make the pineapple purée, dice the pineapple into 2cm squares. Place the oil in a large pan and once hot, add the butter                                       When golden brown, add the diced pineapple. Refrain from mixing or stirring the pineapple for at least 5 minutes                                       Add the sugar, cover with a lid  and cook for 30-45 minutes, stirring every 5-8 minutes. The pineapple should begin to appear lightly caramelised                                       Once the pineapple has been cooking for about 30 minutes, add the sage. 5 minutes before you plan to remove the pineapple from the heat, add the lemon juice and finish cooking                                       Place in a blender and purée until very smooth, pass through a fine sieve and chill                                       To prepare the baby pork rack, preheat the oven to 160°C/Gas mark 2                                       Clean the pork rack with a knife by scraping any flesh down the bone towards the meat and trimming it off. The bones should be clean. Tie each rack with string in between each bone. This keeps the meat nice and tight as it cooks                                       Season with salt and pepper, then place over a medium heat and seal the meat on the non-fat side first. Turn and cook on the skin side, rendering the fat, for about 15-20 minutes                                       Place the pork rack into the oven and cook until the core reaches 52°C, then leave to rest                                       To make the beignet batter, mix the flour, cornflour, baking powder and water to a double cream consistency, then place the sage leaves into the batter                                       Heat the deep-frying oil to 180°C and fry the beignets in a deep-fat fryer or using a large pan for 2 minutes until crisp. Season with salt and drain well on a paper towel before serving                                       Cook the lettuce, cut side down, in a hot pan with the vegetable oil, sugar, thyme, butter, sea salt and pepper                                       Cook for about 3-4 minutes with a lid on, then remove from the pan and cut across the top so that the leaves are neat. This will be reheated later                                       To make the sage and pineapple sauce, slice the pineapple into 3-4mm dices and sauté in a hot pan with half the butter                                       Add a little Demerara sugar and the sage and cook for a further minute. Add 400ml of the pork stock and 10g of the pineapple purée, reduce by a third, then add a little more butter and pepper                                       Once ready to serve, preheat the oven to 140°C/Gas mark 1                                       Place the suckling piglet in the oven and warm through for 8-10 minutes. Gently reheat the lettuce in a pan                                       Before plating, cut a pineapple into a rectangle. Trim the outside of the pineapple off and slice it very thinly, lengthways                                       Heat the pineapple in the oven on a sheet of baking parchment for 2 minutes and brush with a little of the pineapple syrup from the fondant. Season with black pepper, and cut into a small dice                                       To plate, place a sweep of the purée along the length of each plate, then warm the squid and reheat the sage and pineapple sauce                                       Place the piglet legs on the plate. Add the fondant at the top of the plate, followed by the reheated gem lettuce                                       Slice the pork rack and plate, followed by the sage beignets and the cutlets. Top with the squid, then drizzle the sauce around. Add some diced pineapple and serve immediately                 ",challenging,2
48,,"                     For the sauce, in a pan sweat off the onions, leeks, celery, fennel, carrots, red pepper in sunflower oil for 2-3 minutes, adding the anchovies, tomato purée and thyme to the pan                                       Add the stock to the pan. Reduce the heat and simmer for 1 hour                                       Add the plaice and gently simmer for 10-15 minutes                                       Transfer the contents of the pan to a food processor and blend for 2-3 minutes. Pass through a sieve into a clean pan                                       Add the cream, saffron, Tabasco, Worcestershire sauce, salt, sugar, garlic and vinegar. Stir and set aside to keep warm while you prepare the fish                                       Place a pan over a high heat and add the oil. Turn the heat down and place the cod fillets into the pan, skin-side down, for 4 minutes. Season and turn the fillets over and cook for a further 3 minutes, or until golden all over. Set aside to keep warm                                       Fry the sea bass using a similar method, but fry for 3 minutes, skin-side down, and for 2 minutes, flesh-side down. Set aside to rest                                       Place a saucepan over a medium heat. Add the white wine and mussels and cook for 1-2 minutes with the lid on. Drain and add some of the cooking liquor to the sauce                                       To serve, divide the cod and sea bass fillets across 4 large soup bowls. Add 4 mussels to each bowl and pour over the sauce. Garnish with some sprigs of dill and serve with some crusty bread                 ",easy,0
49,,"                     Bring a pan of salted water to the boil, add the linguine and cook for 3 minutes less than advised on the packet. Drain the pasta, reserving 100ml of the water                                        Put the garlic and chilli into a saucepan with 2 tablespoons of the olive oil and fry until the garlic is golden brown                                        Pour the reserved 100ml of water into the pan of garlic, add the linguine and cook for 3 minutes                                        When there are just 30 seconds of the cooking time left, add the prawns and quickly stir them through, then take the pan off the heat and add the lemon zest, parsley and remaining tablespoon of olive oil until you have a creamy sauce. The heat from the pan will cook the prawns in seconds. Transfer to a heated serving dish and serve immediately                  ",easy,0
50,,"                     To begin, grind the liquorice and salt together until a fine powder forms. Toss this together with the macadamias and water and lightly toast in a pan over a medium heat. Cool the mix, coarsely grind in a food processor, then add the black garlic and mix thoroughly                                       Preheat the oven to 200˚C/gas mark 6                                       For the tomatillo salsa, mix all of the ingredients together, season and set aside until ready to serve                                       Place a large pan over medium heat. Rub the salmon skin in oil and place into the hot pan, skin-side down. Cook for 3 minutes, or until the salmon fillets are cooked to halfway through                                       Remove the salmon from the pan and place onto a baking tray lined with baking paper, skin-side up. Firmly press the macadamia crust onto the skin and place on the bottom shelf of the oven to cook for 5-6 minutes                                       Remove the salmon from the oven and place onto plates. Decorate the plates with the tomatillo salsa and watercress. Serve immediately                 ",medium,1
51,,"                     To start the dish, apply a light cure to the cod loin. Combine the sugar and salt in a bowl and rub all over the fish. Seal in cling film and refrigerate for 45 minutes – 1 hour                                       Rinse well under cold running water, pat dry and seal again in cling film. Return the fish to the fridge while you prepare the remainder of the dish                                       To prepare the confit tomatoes, core, score and blanch them in boiling water. Once cool enough to handle, peel and discard the skins. Cut each tomato in half and remove the seeds with a spoon                                       Place the half shells of tomato onto a baking tray lined with cling film. Sprinkle with a little sugar, salt, thyme, a thin slice of garlic and a generous brushing of olive oil                                       Place in a dehydrator for 90 minutes to concentrate the flavour, ensuring they are still plump and not overly dry. Once finished, cut into a large dice and set aside                                       Preheat the oven to 120˚C/gas mark ½                                        Prepare the garlic by making a small prick into the skin of each clove (this will stop them bursting during cooking). Place into a small ovenproof pan with the thyme and add enough olive oil to just cover. Cook in the oven for 1 hour then remove and set aside to cool                                       For the white beans, combine the beans with the carrot, onion, celery, garlic and thyme in a saucepan and cover with a generous amount of vegetable stock                                       Bring to the boil and reduce the heat and gently simmer for 15 minutes. Add a pinch of salt and cook until just tender for a further 25-30 minutes - the final result should be a creamy bean that holds its shape                                       Remove the beans from the heat and allow to cool before removing the other vegetables and thyme. Store in the cooking liquor in the fridge until required                                       To prepare the green beans, cook in boiling salted water for 3-4 minutes, then strain and refresh in ice-cold water. Strain again, cut into 1/2cm barrels and set aside until required                                       For the parsley oil, combine the parsley and a good dash of lemon oil in a blender. Starting on a low speed, slowly pour in a thin stream of olive oil until the parsley starts to blend. Increase the speed and add enough oil to form a coarse, oily purée. Do not over-blend or it will taste bitter and bruised                                       Preheat the oven to 80˚C                                       For the cod, place on a roasting tray and coat lightly in either lemon oil or good quality extra virgin olive oil. Place in the oven for 15-20 minutes, until the flesh firms up and just begins to flake when touched                                       Meanwhile, reheat the white beans in a small amount of the cooking liquid. Once hot, remove from the heat and stir in a knob of butter, the confit tomatoes, chorizo, parsley and lemon juice                                       To finish the green beans, in a small pan, sweat the shallot in butter for 2 minutes, then add the green beans and toss to combine. Season to taste and set aside                                       For the spinach, place a large pan over a medium heat and add 20g of butter. Once melted, add the spinach to the pan. Use a fork to pierce and skewer the garlic clove and use this as the utensil to stir the spinach. Cook until just wilted, season with salt and set aside                                       Remove the fish from the oven and brush with the parsley oil. Scatter the white beans across the centre of each plate and top with the fish. Garnish with the green beans and confit garlic, serve immediately                 ",medium,1
52,,"                     Preheat a water bath to 80°C                                       To begin, place the onions in a vacuum bag with the olive oil, salt and sugar. Seal in a chamber sealer and place in the water bath for 4 hours. Set the onions aside and increase the temperature of the water bath to 90°C                                        Place the bacon in a vacuum bag and seal in a chamber sealer. Cook in the water bath for 1 hour, then plunge into iced water to refresh. Remove the bacon from the bag and cut into 5mm dice                                       Preheat the oven to 190°C/gas mark 5                                        Bake the potatoes for 1 hour, or until tender and cooked through. Whilst still warm, cut the potatoes in half, scoop out the flesh and pass through a fine drum sieve                                       Weigh out 150g of the dry mashed potato and place in a mixing bowl with the remaining gnocchi ingredients. Mix until fully combined, then transfer to a piping bag. Cut the piping bag 5cm from the tip                                       Preheat a water bath to 80°C                                        Line a work surface with a layer of cling film. Pipe the gnocchi onto the cling film in a long, continuous ‘sausage’, approximately 40cm in length. Roll the cling film around the gnocchi and tie each end. Repeat this process with the remaining gnocchi mix                                        Poach the gnocchi in a water bath for 10 minutes. Refresh in iced water, then remove the cling film and cut into 2.5cm long pieces. Set aside in the refrigerator until required                                        For the horseradish cream sauce, heat the oil in saucepan over a high heat. Add the reserved sea bass bones and roast until all of the moisture has evaporated. Add the vegetables and continue to cook until the vegetables have slightly softened                                        Deglaze the pan with the white wine and reduce by half. Add the cream, bring to the boil and once boiling point is reached, reduce the heat to low and simmer gently for 15 minutes. Add the grated horseradish, then pass the finished sauce through a fine sieve                                       Preheat a water bath to 55°C                                        Place the sea bass fillets in a vacuum bag and seal in a chamber sealer. Cook in the water bath for 15 minutes                                       Cut the lettuces into halves, keeping the core intact. Lightly brush with oil and caramelise in a hot pan for 1—2 minutes on each side. Add the butter, stock, confit baby onions, gnocchi and diced bacon. Simmer gently for about 5 minutes or until the lettuce is tender and all of the ingredients are warm                                        Remove the sea bass fillets from the vacuum bag and sear in a hot pan for 30 seconds on each side. Season with sea salt crystals and keep warm                                       Heat the horseradish sauce to around 70°C and aerate with a hand blender                                        To serve, place 1 piece of lettuce, 5 pieces of gnocchi, 5 onions and a spoonful of the diced bacon onto each plate. Top with the sea bass fillets and a sprinkling of chopped chives and spoon the sauce generously over each plate. Serve immediately                   ",challenging,2
53,,"                     To make the linguine, mix the saffron with the warm water, then mix in the egg yolks and pasta flour                                       Knead the mixture until the dough is smooth to the touch. Wrap the pasta dough in cling film to stop it from drying out and rest in the fridge for 30 minutes                                       Once rested, roll out the pasta by hand until it is thin enough to fit into the thickest setting of your pasta machine                                       Pass the dough through the pasta machine, each time reducing the thickness until it has reached the thinnest setting. Use the cutting attachment to make linguine. Dust with a small amount of flour to stop the linguine sticking                                       To make the red wine sauce, place the wine in a pan with the shallot and boil over a medium heat until the liquid is reduced by half                                       Add the chicken stock and reduce the liquid further until the sauce is thick enough to coat the back of a spoon                                       Add the cream and reduce the liquid again by half on a low heat, making sure the sauce does not split                                       Once the sauce is thick and velvety, pass through a sieve and retain in the pan until needed. Season with salt and pepper if required                                       To make the spiced butter sauce, place the chicken stock in a pan and add the tarragon, cardamom, shallot and cream. Simmer until the flavors have combined and the liquid has reduced by half                                       Pass through a sieve and return to the pan. Finish by adding the cold butter, then reduce the heat to allow the butter to melt gently                                       To prepare the green apple, peel the apple and shave into pieces using a potato peeler. Submerge in water and lemon juice until needed                                       To make the tartare of vegetables, finely dice the celery, fennel, shallot and cucumber and combine in a mixing bowl. Zest and juice the lime and stir into the vegetables                                       Add the mini capers and season with salt and pepper to taste. Set aside at room temperature until needed                                       To cook the linguine, place in boiling salted water for 2–3 minutes or until tender but with a bite. Once cooked, roll the pasta in a little truffle oil to stop it sticking together                                       To make the spiced cod, preheat the oven to 180°C/gas mark 4. Season the fish with the spices and then coat in olive oil                                       Bake for 12 minutes. The fish should just be cooked, but still look slightly translucent in the centre                                       Rub the scallops with a little olive oil and sea salt and sear in a hot pan until just cooked                                       To assemble, neatly arrange the tartare of vegetables in the centre of warmed plates. Place the shaved apple on top of the tartare with the fillet of cod resting on top                                       Place the seared scallop to the side with a little roll of linguine (twist the pasta around a fork, then slip the pasta off the fork and on to the plate)                                       Place a spoonful of the warm spiced butter sauce over the cod and then finish by spooning the warm red wine sauce around the edge of the ingredients. Serve immediately                 ",challenging,2
54,,"                 Preheat the oven to 200c. Soak the sundried tomatoes in a small bowl of warm water, just enough to cover. Set aside. Mix the ground linseed with enough cold water to make a smooth paste and set aside                               Pulse the mushrooms in a food processor with the metal blade until chopped fine. Mix in the tablespoon of olive oil, making sure it coats evenly. Spread out on one or two baking trays (they should be in a thin, even layer) and bake for about 30 minutes, stirring occasionally. They are done when most of the moisture has come out and they are relatively evenly browned. Transfer to a large bowl. If the mushroom residue on the baking tray isn’t burnt, deglaze with a splash of water or wine and scrape as much as you can into the mushrooms – this residue has a huge amount of flavour                               Pulse the chickpeas until mostly broken down and add to the bowl. Remove the tomatoes from the water – set this water aside for another use, it makes a delicious vegetable stock. Pulse to chop finely and add with the olives and Quorn mince                               Scrape the linseed mixture into the other ingredients and mix thoroughly with your hand, so the sticky binder is evenly distributed and all the components are well combined. Put mixture back into the food processor – you may need to do this in batches – and pulse until it comes together into a coherent paste. When ready, the mixture will hold its shape when pressed together with your fingers                               Shape the mixture into patties and wrap each one in a little clingfilm. When wrapped they are even easier to make into a perfect round. Refrigerate for at least 30 minutes, so the whole thing has time to properly set before cooking. When ready to cook, these burgers can be cooked in a frying pan – over medium heat with a film of oil until browned – or they can be barbecued                                NOTE: This whole recipe can be doubled, or even tripled, to make a stash of veggie burgers for the freezer. Just transfer to the freezer after they have been individually wrapped and allow to freeze, then seal the burgers in a freezer bag for further protection             ",easy,0
55,,"                     Preheat the oven to 180°C/gas mark 4                                       Place a pan over a medium heat and add the grated carrot and salt. Cook until the liquid given off from the carrot evaporates                                       Add the stock and reduce until dry. Remove the pan from the heat and set aside                                       Place a separate pan over a low-medium heat and add oil. Once the oil is hot, sweat the onions until soft but not coloured                                       Add the chopped onion to the carrot mixture along with the cheese, coriander and egg. Mix well to combine and season with pepper                                       Place the mixture in a small deep baking dish lined with parchment paper. Smooth over and place in the oven for 15 minutes                                       Remove from the oven and allow to cool for 5 minutes. Serve warm                 ",easy,0
56,,"                     Begin by pickling the cucumber. Place the vinegar, sugar, spices and salt in a pan over a medium heat. Stir to dissolve the sugar and bring to the boil, then remove from the heat and leave to cool. Strain through a fine sieve into a bowl and transfer to the fridge to chill                                       Once chilled, slice the cucumber into 4mm thick rounds and place in a jar or container. Pour over the chilled vinegar solution, cover and return to the fridge for 3 days to pickle – it is important that the solution is cold as this will preserve the green colour of the cucumber                                       Place the chickpeas in a bowl and cover with cold water. Place in the fridge and leave to soak overnight before using                                       Once soaked, drain and rinse the chickpeas. Place in a large pan and cover with cold water. Place over a medium heat and cook for 40–50 minutes, or until tender. Drain through a colander                                       Place the chopped onions, garlic and dry spices in a frying pan over a medium heat and cook until softened but not coloured. Transfer to a food processor with half of the cooked chickpeas, the lemon zest and juice and 50g of the panko breadcrumbs. Blitz to combine                                       Scrape the spiced burger mixture into a bowl and fold in the remaining chickpeas, fresh herbs and seasoning. Divide the mixture into 4  and form into burger patties. Place on a tray in the fridge for at least 20 minutes to firm up                                       To make the chips, place the potatoes in a large pan and cover with cold water. Season well with salt – about 15g per 500ml of water – and place over a high heat. When barely at a simmer, remove from the heat and drain the chips through a colander. Allow to steam in the residual heat for 5 minutes then spread the chips out on a tray to cool                                         For the coleslaw, place all the vegetables in a colander over the sink. Sprinkle over a little salt and mix through the vegetables. Repeat this so the salt is evenly distributed then leave for 15 minutes to draw out excess moisture                                       For the lemon mayonnaise, place the lemon juice in a small pan over a medium heat. Allow to gently simmer until reduced by half then set aside to cool to room temperature. Once cooled, place in a bowl with the egg yolks, salt and mustard then start whisking together                                       Slowly trickle in the rapeseed oil while still whisking until the mixture thickens and emulsifies – you may not need all of the oil. Set aside until ready to serve                                       When ready to cook, preheat the deep-fryer to 140°C                                       Fry the chips for a few minutes until soft but still pale and holding their shape. Lift the chips out of the oil and increase the temperature to 180°C. Return the chips to the fryer and cook for 3–5 minutes until crisp and golden. Maintain the heat of the fryer for the burger and leave the chips to drain on kitchen paper                                       For the burgers, place the  flour in a shallow dish and season well. Place the beaten eggs in another dish and the remaining 100g of panko breadcrumbs in a third. Coat the chilled burger patties first in the flour, then eggs, then breadcrumbs                                       Fry the coated burgers in the deep fryer for about 5 minutes until golden and piping hot all the way through. Drain any excess oil on kitchen paper before serving                                       Shake out any excess moisture from the coleslaw vegetables and transfer to a bowl. Mix in 1–2 tablespoons of the lemon mayonnaise and stir well so everything is lightly coated                                        Halve and lightly toast the burger buns, then layer up the chutney, lettuce leaves, tomato slices, burgers, pickled cucumber and lemon mayonnaise. Serve with the coleslaw and chips on the side                  ",medium,1
57,,"                     Preheat a water bath to 85°C                                       Add the quinoa and vegetable stock to a medium saucepan and bring to a simmer. Continue to cook for 15 minutes, or until the quinoa is cooked through but retains a bit of bite. Remove from the heat and leave to cool                                       Meanwhile, prepare the fennel. Place the fennel pieces in a vacuum bag and add the orange juice and saffron. Seal the bag and place in the preheated water bath for 20 minutes                                       Place a frying pan over a high heat, then remove the cooked fennel from the bag and add to the hot pan. Sear the fennel until coloured on all sides, then remove from the heat and mix together with the cooked quinoa. Stir through the pomegranate seeds, toasted sesame seeds and chopped coriander and mix together until combined                                       In a small bowl, mix together the olive oil and lemon vinegar to make a lemon dressing. Stir a little into the quinoa and season with salt and pepper. Check the quinoa salad for taste, seasoning and adding more dressing to taste if required                                       Place the frying pan over a low heat and add the pine nuts, toasting gently until evenly coloured. Sprinkle over a pinch of salt and toss rigorously in the pan to combine. Tip the toasted pine nuts onto a small plate to cool slightly before adding to the salad                                       To serve, divide the fennel and quinoa salad between serving plates, topping each portion with a sprinkling of the toasted pine nuts. Arrange the orange segments on top of the salad and garnish with the nasturtium leaves and coriander cress. Whisk together the tahini, lemon juice and olive oil in a small bowl and drizzle over to finish                 ",medium,1
58,,"                     This dish takes a bit of advance preparation. Begin 3 weeks ahead of time by fermenting the beetroot. Juice a third of the beetroot. Place a 1l Kilner jar on a kitchen scale and return the scales to zero. Add the remaining quartered beetroot to the jar and pour in the beetroot juice. Top up with a mixture of whey and water or just water. Calculate 2% of the weight of the contents of the jar and add this amount of salt to the jar. Seal the jar                                       Leave to ferment at a warm room temperature for about 3 weeks; keep away from direct sunlight. Once ready, the beetroot will be slightly softened and sour. The sealed jar can be stored in the fridge for up to 3 months. Once opened, use within 1 month                                       The shallot vinegar needs to be made at least 3 days in advance (but can be made up to 3 months in advance). Put the shallots in a sterilised jar and cover with the red wine vinegar. Seal and leave in the fridge for at least 3 days before using                                       Line a large sieve with muslin and set it over a deep bowl. Put the yoghurt into the sieve, then gather up the edges of the cloth and secure them together. Leave in the fridge overnight to allow the liquid to drain out of the yoghurt (this liquid or whey can be reserved and used in ferments                                       To make the ember oil, pour the oil into a large pot. Wearing heavy barbecue gloves and using appropriate tongs, gently place the burning hot ember into the oil. Cover with a lid and leave to infuse as it cools. Once cool, strain through a fine sieve. Store in an airtight container or jar in a cool, dark place                                       Preheat the oven to 210°C/gas mark 6–7. Drizzle each beetroot with oil, sprinkle with salt and wrap individually in foil. Bake for 1–1½ hours or until the core temperature reaches 90°C                                       Remove from the oven and allow to cool and steam in the foil for 15 minutes. Remove from the foil and rub off the skins                                       Take a flat tray with a steam insert (such as a deep roasting tray that will hold a flat steaming rack) and spread the apple wood chips over the bottom of the tray. Warm the tray over a medium heat until the chips start to smoke, then turn the heat down to low                                       Place the beetroot on the steam insert/steaming rack and set this over the smoking chips. Completely cover the top and sides tightly with oven-safe cling film so the smoke is sealed inside with the beetroot. Leave to lightly smoke for 7 minutes. Remove the beetroot from the tray and leave to cool                                       Make a brine by adding 500ml and 35g of salt to a pan and bring to the boil to dissolve the salt. Leave to cool                                       Once cooled, pour the brine into a deep bowl. Gentle add the yolks using your hands or a slotted spoon. Cover the surface of the brine with the vegetable oil so that the yolks are held down in the brine. Allow the yolks to brine for 1 hour at room temperature. To serve, gently remove the yolks with your hands or a slotted spoon                                       Mince the 240g of the fermented beetroot with smoked beetroot with a mincer or chop finely with a knife. Season with the 1 tbsp of the shallot vinegar, the capers, a little ember oil and some salt and pepper                                       Using a small ring mould, make a disc of the beetroot mixture in the centre of each plate. Top with a layer of the hazelnut slices. Gently place a brined egg yolk to the side of each disc. Garnish with cracked black pepper and bittercress or watercress. Place a spoonful of the hung yoghurt to the side of each disc                 ",challenging,2
59,,"                     For the amaretto glaze, melt the butter over a low heat until foaming and cook until it is a nut brown colour. Boil the Amaretto to remove the alcohol, whisk in the brown butter, reserve                                       For the pasta, place the flour and salt in a food processor, slowly add the eggs and 10ml of the saffron water, finally add the olive oil. When the mixture resembles breadcrumbs tip onto a work surface and knead until you have an elastic dough, about 10 minutes. Clingfilm tightly and leave to rest in the fridge for at least one hour                                       Next make the puree. Brown the butter and strain into a clean pan, add the squash, salt and milk. Cook until the squash is completely soft. Blitz in a blender until smooth and pass through a fine sieve                                       Once the pasta has rested, bring to room temperature and roll on a pasta machine through each of the settings until you get to the lowest one. Cut the pasta into 10cm squares.                                         To make the ravioli place 15g of puree in the centre of a square, place another square on top and carefully seal the edges ensuring there are no air bubbles as this will cause the ravioli to burst. Cut each one out with an 8cm pastry cutter                                       Blanch the raviolis in boiling water for 2 minutes and refresh in ice water. Reheat for a further two minutes in gently simmering water just before serving                                        For the broth, in a heavy based pan sweat the squash trim in the butter until the edges start to break down. Season with salt and cayenne. Add the water and bring to the boil. Simmer for 20 minutes. Add the seeds, squash peel and butter. Bring back to the boil and simmer for a further 10 minutes. Strain through a fine sieve and blitz to emulsify the mixture. Chill until needed                                       For the Thai shallots, blanch the shallots in boiling water for 2 minutes, drain. Combine the rest of the ingredients in a separate pan and bring to the boil. Put the blanched shallots into the second pan and simmer for 2 minutes until tender, but retaining a little crunch. Chill in the cooking liquor in the fridge. Trim the bases to enable them to stand on the plate. Reduce the cooking liquid to a glaze consistency and glaze the shallots                                       For the dice, heat the oven to 180°C/gas mark 4. In a flat heavy based oven proof frying pan, heat the butter allowing it to lightly foam. Add the dice and colour all sides until golden. Season with salt, pepper and herbs. Cook in the oven for approximately 5 minutes, until tender. Deglaze with the sherry vinegar and remove from the pan                                       To make the nibbed almonds, heat the oven to 165°C/Gas mark 3 And mix all ingredients together. Place on greaseproof paper on a heavy based tray. Roast for 8 minutes. Allow to cool                                        To make the whipped Gorgonzola crème fraiche, place the crème fraiche, Gorgonzola, salt and cayenne pepper in a mixing bowl. Whip with a mixer until stiff peaks are formed. Keep chilled and cover with cling film until required                                       Cook the spinach in boiling water for one minute, drain and pat dry                                       To plate, divide the spinach between the 6 plates placing in the centre. Place 3 butternut pieces and 3 Thai shallot around the spinach and place 1 ravioli on top. Warm the amaretto glaze and spoon on top of the ravioli. Finish with one Gorgonzola quenelle, a few wood sorrel leaves and a sprinkle of almonds. The butternut broth should be served on the side                 ",medium,1
